screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
elonmusk,2020-04-11T14:03:06Z,@Darkellysio @katlinegrey @Zvezdichko @SciGuySpace The swivel wing design was cool. This seems like a good idea: https://t.co/Aq81q9oMdq,49,858,Darkellysio,,,Twitter for iPhone,en,1248974861227233282
elonmusk,2020-04-11T13:55:34Z,"@katlinegrey @Zvezdichko @SciGuySpace Strange, as SpaceX lands on land frequently. Russia has very talented engineers, but they must be given reusability as goal or success is impossible.",71,971,katlinegrey,,,Twitter for iPhone,en,1248972963996729344
elonmusk,2020-04-11T13:42:04Z,@cleantechnica A lot has happened in 8 years,170,4340,cleantechnica,,,Twitter for iPhone,en,1248969566748893184
elonmusk,2020-04-11T07:12:23Z,@AbiyAhmedAli @Tesla Good talking to you too. It was an honor.,126,4328,AbiyAhmedAli,,,Twitter for iPhone,en,1248871502977564672
elonmusk,2020-04-11T06:45:17Z,"@SciGuySpace SpaceX rockets are 80% reusable, theirs are 0%. This is the actual problem.",539,8943,SciGuySpace,,,Twitter for iPhone,en,1248864681894305797
elonmusk,2020-04-10T23:16:46Z,@SamTalksTesla @cleantechnica 💯 Tragedy,87,2354,SamTalksTesla,,,Twitter for iPhone,en,1248751808933134342
elonmusk,2020-04-10T23:11:06Z,"@cleantechnica Tunnels aren’t required for this, but might be the only realistic way to solve for downtown to downtown travel",111,1681,cleantechnica,,,Twitter for iPhone,en,1248750380860743682
elonmusk,2020-04-10T07:42:17Z,@nichegamer 🤣🤣,214,15697,nichegamer,,,Twitter for iPhone,,1248516638284095489
elonmusk,2020-04-10T07:39:10Z,But actually https://t.co/jlowaHobXO,64478,378693,,,,Twitter for iPhone,en,1248515852653211648
elonmusk,2020-04-10T00:23:11Z,"@arvnp @Jamie_Woodward_ The Standard Model is amazing for useful predictions. Truly amazing. Dark * seems sketch, but doesn’t appear to matter to our immediate future.
https://t.co/CKnQSzXBZ2",51,758,arvnp,,,Twitter for iPhone,en,1248406132957167621
elonmusk,2020-04-10T00:04:04Z,@Jamie_Woodward_ … is bs,53,1169,elonmusk,,,Twitter for iPhone,en,1248401323587825667
elonmusk,2020-04-09T22:58:40Z,@Jamie_Woodward_ String theory,140,5182,Jamie_Woodward_,,,Twitter for iPhone,en,1248384865872928772
elonmusk,2020-04-09T20:03:52Z,@thirdrowtesla There’s a bit more to it than that,114,2762,thirdrowtesla,,,Twitter for iPhone,en,1248340875056422915
elonmusk,2020-04-09T15:39:57Z,@MountSinaiNYC @Tesla You’re welcome!,111,3715,MountSinaiNYC,,,Twitter for iPhone,en,1248274457929682947
elonmusk,2020-04-09T09:19:06Z,"RT @Tesla: Tesla wins 5/6 Kelley Blue Book awards

🏆 Best Overall
🏆 Best Value
🏆 Most Refined
🏆 Best Performance
🏆 Best Styling",3234,0,,Tesla,,Twitter for iPhone,en,1248178613826002949
elonmusk,2020-04-09T07:01:44Z,@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 😮,41,1043,PPathole,,,Twitter for iPhone,,1248144043542032384
elonmusk,2020-04-09T06:57:15Z,@chrisamirr @PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 All input is error. When is the fan speed wrong?,51,1854,chrisamirr,,,Twitter for iPhone,en,1248142916918349825
elonmusk,2020-04-09T06:23:56Z,@Sofiaan @RationalEtienne @thirdrowtesla @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Plaid Cybertruck is what I will drive,242,3298,Sofiaan,,,Twitter for iPhone,en,1248134534031388673
elonmusk,2020-04-09T06:22:22Z,@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 I’m not sure whether that number is lucky or unlucky,37,1001,PPathole,,,Twitter for iPhone,en,1248134137900347393
elonmusk,2020-04-09T06:19:37Z,@bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Hard to predict dates right now. Most likely postponed to mid May.,63,841,bryanMackSC,,,Twitter for iPhone,en,1248133446058287104
elonmusk,2020-04-09T06:16:46Z,@Milostoessel @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 In about a year. Would come from Giga Berlin.,68,1162,Milostoessel,,,Twitter for iPhone,en,1248132730614939653
elonmusk,2020-04-09T06:14:32Z,@RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 You may return the vehicle for a full refund in the unlikely event that it causes domestic discord,249,7187,RationalEtienne,,,Twitter for iPhone,en,1248132165914824706
elonmusk,2020-04-08T22:23:59Z,@JsEquinox Essentially,47,953,JsEquinox,,,Twitter for iPhone,en,1248013749652353024
elonmusk,2020-04-08T22:23:12Z,@Afan_Mujawar .@GreatDismal,22,576,Afan_Mujawar,,,Twitter for iPhone,,1248013550607454208
elonmusk,2020-04-08T22:20:42Z,@master_ov @flcnhvy @thirdrowtesla Good one,29,943,master_ov,,,Twitter for iPhone,en,1248012923185725440
elonmusk,2020-04-08T22:18:50Z,What is simple in one arena is often profound in another,1543,22607,elonmusk,,,Twitter for iPhone,en,1248012453511720960
elonmusk,2020-04-08T21:27:07Z,@aaronbrighton @teslaownersSV @flcnhvy @thirdrowtesla Ok,37,1470,aaronbrighton,,,Twitter for iPhone,,1247999439962140672
elonmusk,2020-04-08T20:56:19Z,Great differences in technology exist in the world about which even hardcore technologists are unaware,6372,80623,,,,Twitter for iPhone,en,1247991689018404864
elonmusk,2020-04-08T20:51:39Z,@flcnhvy @thirdrowtesla AddLabel -&gt; PersonDressedAsCone,183,4180,flcnhvy,,,Twitter for iPhone,it,1247990514533580800
elonmusk,2020-04-08T19:51:08Z,"RT @SpaceX: Four years ago today, Falcon 9 landed on the Of Course I Still Love You droneship for the first time. Additional Falcon landings footage → https://t.co/rfdp4gOYol https://t.co/5y8DSJ2JtD",4628,0,,SpaceX,,Twitter for iPhone,en,1247975283203825665
elonmusk,2020-04-08T02:43:31Z,@ajtourville @thirdrowtesla Certainly no problem for a 144 trillion operations per second computer to make ~15 steering/acceleration/braking maneuvers per second. That’s a trillion calculations between each output command.,368,5876,ajtourville,,,Twitter for iPhone,en,1247716673588588544
elonmusk,2020-04-08T01:18:33Z,"@thirdrowtesla Humans drive using 2 cameras on a slow gimbal &amp; are often distracted. A Tesla with 8 cameras, radar, sonar &amp; always being alert can definitely be superhuman.",622,5337,thirdrowtesla,,,Twitter for iPhone,en,1247695291739852800
elonmusk,2020-04-07T23:26:33Z,@GavinNewsom Cool,120,3924,GavinNewsom,,,Twitter for iPhone,en,1247667108340621312
elonmusk,2020-04-07T23:00:49Z,@Erdayastronaut @SpaceX Aim for zero velocity just above surface &amp; fall. You won’t fall fast.,219,5627,Erdayastronaut,,,Twitter for iPhone,en,1247660630456201216
elonmusk,2020-04-07T22:40:09Z,@thirdrowtesla Fine by me,292,8149,thirdrowtesla,,,Twitter for iPhone,en,1247655431373115392
elonmusk,2020-04-07T20:45:47Z,The 20th &amp; final Dragon 1 mission is complete https://t.co/TyLLHA58Bw,1458,22692,,,,Twitter for iPhone,en,1247626648595222528
elonmusk,2020-04-07T20:44:23Z,"RT @NASA: We’re about to release a #Dragon into space.

Tune in live at 8:45am ET to see a @SpaceX spacecraft packed with cargo and @ISS_Research depart the @Space_Station for the journey back to Earth. Grab your coffee &amp; watch: https://t.co/3cSICAsPdK https://t.co/rFo9OTFsFI",1649,0,,NASA,,Twitter for iPhone,en,1247626296630194176
elonmusk,2020-04-07T08:27:21Z,@ForumTesla Ok,39,1175,ForumTesla,,,Twitter for iPhone,,1247440816613683200
elonmusk,2020-04-07T06:29:35Z,@rknapp_12 @Tesla @thirdrowtesla Coming soon,92,5071,rknapp_12,,,Twitter for iPhone,en,1247411179569287169
elonmusk,2020-04-07T03:36:20Z,@Erdayastronaut @JalenD25 @johnkrausphotos Definitely,57,2023,Erdayastronaut,,,Twitter for iPhone,en,1247367577812086785
elonmusk,2020-04-07T01:51:13Z,"@PPathole @johnkrausphotos Probably best to keep control local, but easy to check status from afar",50,1644,PPathole,,,Twitter for iPhone,en,1247341126337482752
elonmusk,2020-04-07T01:46:55Z,@johnkrausphotos High pucker-factor landing https://t.co/cTHxc03Oee,1862,17764,johnkrausphotos,,,Twitter for iPhone,en,1247340041552068609
elonmusk,2020-04-07T01:21:18Z,Here you go https://t.co/hjIs5fbBoy https://t.co/aVnwR0loX9,12051,89645,,,,Twitter for iPhone,en,1247333596097998848
elonmusk,2020-04-07T01:17:55Z,@kimbal !!,149,3960,kimbal,,,Twitter for iPhone,,1247332746394927104
elonmusk,2020-04-06T22:54:58Z,@ndrew_lawrence @thirdrowtesla 🤣🤣,64,2980,ndrew_lawrence,,,Twitter for iPhone,,1247296769471344640
elonmusk,2020-04-06T22:49:07Z,@morgan_murphy @thirdrowtesla Puts our basic instincts on a roller coaster,38,692,morgan_murphy,,,Twitter for iPhone,en,1247295297954312193
elonmusk,2020-04-06T22:43:02Z,@morgan_murphy @thirdrowtesla Twitter causes id sinuation,36,436,morgan_murphy,,,Twitter for iPhone,en,1247293765993132032
elonmusk,2020-04-06T22:35:09Z,@flcnhvy @Sofiaan @Tesla That’s our goal!,122,5094,flcnhvy,,,Twitter for iPhone,en,1247291784750718976
elonmusk,2020-04-06T17:51:01Z,@People_Of_Space @SciGuySpace This is awesome!,102,2887,People_Of_Space,,,Twitter for iPhone,en,1247220281120133120
elonmusk,2020-04-06T07:00:34Z,Starship fuel header tank https://t.co/CVj8057CY6,2747,57439,,,,Twitter for iPhone,en,1247056590340947969
elonmusk,2020-04-06T06:32:53Z,@archillect Like tears in rain,462,6522,archillect,,,Twitter for iPhone,en,1247049621374930951
elonmusk,2020-04-06T05:46:46Z,@AaronChewning @morgan_murphy Ok,63,3288,AaronChewning,,,Twitter for iPhone,,1247038017354768394
elonmusk,2020-04-06T04:49:02Z,@facts_tesla Amazing 🤣🤣,78,3288,facts_tesla,,,Twitter for iPhone,en,1247023486066966528
elonmusk,2020-04-06T02:58:56Z,Music is a limbic resonator,9443,93537,,,,Twitter for iPhone,en,1246995778746421248
elonmusk,2020-04-06T02:14:56Z,@morgan_murphy Nice ink,56,2807,morgan_murphy,,,Twitter for iPhone,en,1246984706928844800
elonmusk,2020-04-06T02:06:49Z,"@TeslaGong Not a question of wanting to do it or not, but rather having anyone there to make sure it gets delivered &amp; works",91,1606,TeslaGong,,,Twitter for iPhone,en,1246982663896018945
elonmusk,2020-04-06T00:18:12Z,@thirdrowtesla Not true,41,722,thirdrowtesla,,,Twitter for iPhone,en,1246955331365806082
elonmusk,2020-04-05T23:47:05Z,@flcnhvy @Tesla Cool!,64,1453,flcnhvy,,,Twitter for iPhone,en,1246947498939355137
elonmusk,2020-04-05T23:46:57Z,@BramJan75663351 @flcnhvy @Tesla Love that Gen Shinseki quote!,34,860,BramJan75663351,,,Twitter for iPhone,en,1246947465334530048
elonmusk,2020-04-05T23:41:16Z,RT @Tesla: Engineering update on the Tesla ventilator,8461,0,,Tesla,,Twitter for iPhone,en,1246946035882242050
elonmusk,2020-04-05T22:36:13Z,@TesLatino @thirdrowtesla Nice color,159,15451,TesLatino,,,Twitter for iPhone,es,1246929663684902913
elonmusk,2020-04-05T22:02:08Z,@morgan_murphy Lovable dog ❤️. Mine looks like yours but in black &amp; white.,60,4561,morgan_murphy,,,Twitter for iPhone,en,1246921088065560577
elonmusk,2020-04-05T13:36:06Z,@Aaron_M_DeVries 🤣🤣,139,13185,Aaron_M_DeVries,,,Twitter for iPhone,,1246793741752557568
elonmusk,2020-04-05T13:00:39Z,@alvianchoiri True. Each of these engines is also slightly different. Raptor is evolving rapidly.,92,2067,alvianchoiri,,,Twitter for iPhone,en,1246784819272482816
elonmusk,2020-04-05T08:17:56Z,"@SpaceIntellige3 It is stable on the ground without propellant loaded, which is an improvement from OG Atlas",56,1128,SpaceIntellige3,,,Twitter for iPhone,en,1246713671956512768
elonmusk,2020-04-05T08:11:39Z,@PPathole @wjduncan She’s neither here nor there,56,1603,PPathole,,,Twitter for iPhone,en,1246712087499493376
elonmusk,2020-04-05T08:10:42Z,@JaneidyEve Beatrix Potter energy!,68,4575,JaneidyEve,,,Twitter for iPhone,en,1246711850173173760
elonmusk,2020-04-05T08:06:22Z,@wjduncan One is Havanese &amp; one came from the pound,31,954,wjduncan,,,Twitter for iPhone,en,1246710761445081088
elonmusk,2020-04-05T08:01:38Z,"@bluemoondance74 Hard to tell scale, as body diameter is 9m or ~30 ft, but it looks like it could be R2D2 size in this video https://t.co/DxRxsMEwwi",121,1964,bluemoondance74,,,Twitter for iPhone,en,1246709569746804736
elonmusk,2020-04-05T07:49:54Z,So proud https://t.co/Me5HirnJ6N,16307,223416,,,,Twitter for iPhone,en,1246706615660748802
elonmusk,2020-04-05T07:30:58Z,Raptors https://t.co/oycjgNI8HE,6986,128274,,,,Twitter for iPhone,en,1246701851585794048
elonmusk,2020-04-05T07:24:50Z,"@yourfavgas @Erdayastronaut @PPathole @austinbarnard45 @LabPadre Hard to hide anything from the Internet! Yeah, we’re going to reuse much of the thrust section.",106,1753,yourfavgas,,,Twitter for iPhone,en,1246700305988943872
elonmusk,2020-04-05T07:23:37Z,"@Erdayastronaut @PPathole @austinbarnard45 @LabPadre Exactly. No point in an abort system on Mars, so got to make the core ship super safe.",94,1816,Erdayastronaut,,,Twitter for iPhone,en,1246700001969004544
elonmusk,2020-04-05T07:14:16Z,"@Erdayastronaut @PPathole @austinbarnard45 @LabPadre Rockets &amp; spacecraft have to operate in vacuum, so maintaining pressure is fundamental. However, this can be made very safe over time imo.",60,1444,Erdayastronaut,,,Twitter for iPhone,en,1246697650126237696
elonmusk,2020-04-05T07:08:43Z,@Erdayastronaut @PPathole @austinbarnard45 @LabPadre There are redundant pressure control valves. It’s a new system and SN3 was simply commanded wrong. Rockets are hard.,127,2031,elonmusk,,,Twitter for iPhone,en,1246696253074915328
elonmusk,2020-04-05T07:06:56Z,"@Erdayastronaut @PPathole @austinbarnard45 @LabPadre If you lose pressure control on rocket propellant tanks, you’re doomed anyway, so might as well go all in",91,1938,Erdayastronaut,,,Twitter for iPhone,en,1246695803252547585
elonmusk,2020-04-05T07:02:27Z,We’re adding this here catchy tune to the music maker in the Tesla!,301,11121,elonmusk,,,Twitter for iPhone,en,1246694673718169600
elonmusk,2020-04-05T05:54:54Z,"@PPathole @austinbarnard45 @LabPadre Pretty much. Good news is that this was a test configuration error, rather than a design or build mistake. Not enough pressure in the LOX tank ullage to maintain stability with a heavy load in the CH4 tank. This was done with N2.",221,2864,PPathole,,,Twitter for iPhone,en,1246677676733104130
elonmusk,2020-04-04T20:27:23Z,RT @Medtronic: #MDTisMobilizing with @elonmusk. Our collaboration with @Tesla / SpaceX is bearing fruit. @SpaceX is now making a vital component for critical care #ventilators — more vents sooner for #COVID19 patients. https://t.co/vm37fZSuRZ,1076,0,,Medtronic,,Twitter for iPhone,en,1246534854667390982
elonmusk,2020-04-04T18:15:20Z,@HenryFordNews @Tesla 👍,139,5686,HenryFordNews,,,Twitter for iPhone,,1246501623888842753
elonmusk,2020-04-04T17:42:13Z,"Press any key to continue
https://t.co/gFnlYoUGdy",1921,24191,,,,Twitter for iPhone,en,1246493289060216833
elonmusk,2020-04-04T17:20:32Z,@NYCHealthSystem @Tesla You’re welcome!,129,4640,NYCHealthSystem,,,Twitter for iPhone,en,1246487833025576961
elonmusk,2020-04-04T11:28:36Z,u r o k,40255,287460,,,,Twitter for iPhone,pl,1246399264349184000
elonmusk,2020-04-04T03:35:59Z,@teslaownersSV @28delayslater @thirdrowtesla Tesla is on second rev of internal ventilator design. Will post an update on this tomorrow.,226,2482,elonmusk,,,Twitter for iPhone,en,1246280327850610689
elonmusk,2020-04-04T03:32:55Z,"@steezyysosa @teslaownersSV @28delayslater @thirdrowtesla Yeah, about $35k with shipping &amp; taxes",70,1090,steezyysosa,,,Twitter for iPhone,en,1246279554454429696
elonmusk,2020-04-04T03:31:08Z,"@teslaownersSV @28delayslater @thirdrowtesla Bought, but SpaceX is spooling up to manufacture proportional solenoid valves for Medtronic (confirmed as critical today with chair &amp; CEO) https://t.co/zIuesSaXrZ",336,3556,teslaownersSV,,,Twitter for iPhone,en,1246279106351816704
elonmusk,2020-04-04T03:25:01Z,@28delayslater @thirdrowtesla First Medtronic units from Tesla getting installed in NY metro area. These are for worst case situations. https://t.co/xyFRZwv1M7,726,7189,elonmusk,,,Twitter for iPhone,en,1246277569449787392
elonmusk,2020-04-03T23:25:58Z,@ThingsWork !!,662,12262,ThingsWork,,,Twitter for iPhone,,1246217408928296960
elonmusk,2020-04-03T22:50:59Z,@PlaidModelS @jgrano305 @Kristennetten @brandonbernicky @thirdrowtesla We’re going to simplify Plaid a little. Was getting too complex.,80,1572,PlaidModelS,,,Twitter for iPhone,en,1246208605956608000
elonmusk,2020-04-03T22:49:22Z,"@jgrano305 @Kristennetten @brandonbernicky @thirdrowtesla Oh sure, good point. Will discuss with team &amp; make available to buy in Tesla app.",47,741,jgrano305,,,Twitter for iPhone,en,1246208196936523776
elonmusk,2020-04-03T22:48:10Z,@SamTalksTesla @brandonbernicky @thirdrowtesla Some progress,38,841,SamTalksTesla,,,Twitter for iPhone,en,1246207896674680833
elonmusk,2020-04-03T22:47:02Z,"@Kristennetten @brandonbernicky @thirdrowtesla Yeah, probably July 1st",55,821,Kristennetten,,,Twitter for iPhone,en,1246207610400866305
elonmusk,2020-04-03T22:43:49Z,@brandonbernicky @thirdrowtesla Hoping to roll out traffic lights &amp; stops to wide US release in a few weeks &amp; probably WW release in Q3 (so many variations in each country!). Very important to make sure this is done right.,195,1882,brandonbernicky,,,Twitter for iPhone,en,1246206799973191680
elonmusk,2020-04-03T22:40:47Z,"@thirdrowtesla Homelink is 3rd party hardware that increases cost of all cars, but only some people use it, so it’s only installed upon request. Long-term, garage openers are transitioning to WiFi-activated.",70,1197,thirdrowtesla,,,Twitter for iPhone,en,1246206038174339073
elonmusk,2020-04-03T21:50:38Z,@bluemoondance74 @JohnCleese Monty Python &amp; Mel Brooks are my all-time favorites,58,1221,bluemoondance74,,,Twitter for iPhone,en,1246193415290667008
elonmusk,2020-04-03T21:48:17Z,@rohanspatel @thirdrowtesla @NorthwellHealth @omead_a Northwell seems to be very pragmatic &amp; sensible. Impressive work in difficult circumstances.,67,1353,rohanspatel,,,Twitter for iPhone,en,1246192824573284352
elonmusk,2020-04-03T21:37:47Z,@JohnCleese And how to tell if someone’s a witch https://t.co/o5xAopSNw1,43,821,elonmusk,,,Twitter for iPhone,en,1246190184846114816
elonmusk,2020-04-03T21:36:03Z,@JohnCleese So many brilliant scenes. Anarcho-syndicalism! https://t.co/kzjh26wjvV,88,1612,JohnCleese,,,Twitter for iPhone,en,1246189747292135425
elonmusk,2020-04-03T09:13:36Z,"@austinbarnard45 @LabPadre We will see what data review says in the morning, but this may have been a test configuration mistake",319,6572,austinbarnard45,,,Twitter for iPhone,en,1246002903480856576
elonmusk,2020-04-03T04:12:41Z,@maxdreamcreator @LabPadre @jorat1346 It’s true 😀,52,1637,maxdreamcreator,,,Twitter for iPhone,en,1245927174625824771
elonmusk,2020-04-03T03:42:48Z,@cody_a_hill Air quality has a much bigger effect on health than people realize. Credit to Larry Page for making me aware of this.,919,16403,cody_a_hill,,,Twitter for iPhone,en,1245919657145458692
elonmusk,2020-04-03T02:36:37Z,@spaceXcentric @LabPadre Some valves leaked at cryo temp. Fixing &amp; will retest soon.,164,3981,spaceXcentric,,,Twitter for iPhone,en,1245902999798419456
elonmusk,2020-04-03T02:28:58Z,@ChrisDungeon @Tesla 🤔,74,1997,ChrisDungeon,,,Twitter for iPhone,,1245901072368975872
elonmusk,2020-04-03T00:15:15Z,"RT @JimBridenstine: The worm is back! When the @SpaceX Falcon 9 lifts off carrying @NASA_Astronauts aboard #CrewDragon, it will sport the iconic symbol to mark the return of human spaceflight on American rockets from American soil. More: https://t.co/jQQv5ZcTY0 #TheWormIsBack https://t.co/9Ltk1nMa8j",3896,0,,JimBridenstine,,Twitter for iPhone,en,1245867424462733312
elonmusk,2020-04-02T23:29:17Z,@thirdrowtesla High quality critical feedback from Munro &amp; Co is much appreciated!,232,3958,thirdrowtesla,,,Twitter for iPhone,en,1245855856559714306
elonmusk,2020-04-02T22:42:30Z,@PPathole @DrDavidReich Sounds promising. Will be interesting to see results of clinical trials.,75,1342,PPathole,,,Twitter for iPhone,en,1245844081990701058
elonmusk,2020-04-02T22:24:34Z,@DrDavidReich For those who care about details https://t.co/LnylijfJqR,111,950,elonmusk,,,Twitter for iPhone,en,1245839570005942272
elonmusk,2020-04-02T22:22:03Z,@DrDavidReich You’re most welcome! Impressive work by Mount Sinai team.,79,1595,DrDavidReich,,,Twitter for iPhone,en,1245838933801308162
elonmusk,2020-04-02T22:18:12Z,"@SciGuySpace SN3 passed ambient temperature pressure test last night, now doing cryogenic",204,2901,SciGuySpace,,,Twitter for iPhone,en,1245837966427095041
elonmusk,2020-04-02T20:23:14Z,@28delayslater @thirdrowtesla Weird that so many troll/bot accounts were activated to attack on this fake issue. Wonder who’s behind it.,135,1929,elonmusk,,,Twitter for iPhone,en,1245809033052733440
elonmusk,2020-04-02T20:11:50Z,"@flcnhvy @28delayslater @thirdrowtesla Yeah, very important to provide C/BiPAP devices to *prevent* cases from becoming severe. Once severe (intratracheal intubation), survival rates are low.",129,1921,flcnhvy,,,Twitter for iPhone,en,1245806166938021890
elonmusk,2020-04-02T19:51:50Z,"@28delayslater @thirdrowtesla Invasive ventilators are for worst case patients. Survival rate at that point is low, as Gov Cuomo has pointed out. Nonetheless, we start delivery of intratracheal Medtronic units in NYC tonight.",328,4733,elonmusk,,,Twitter for iPhone,en,1245801133735464961
elonmusk,2020-04-02T19:50:03Z,"@28delayslater @thirdrowtesla Exactly. Moreover, all hospitals were given exact specifications of Resmed &amp; Philips ventilators before delivery &amp; all confirmed they would be critical.",387,6793,28delayslater,,,Twitter for iPhone,en,1245800685494366208
elonmusk,2020-04-02T08:54:06Z,@NuovaRealta @cleantechnica Will call when we reach Mars,767,25525,NuovaRealta,,,Twitter for iPhone,en,1245635608141156354
elonmusk,2020-04-02T04:12:18Z,@28delayslater @thirdrowtesla Exactly,88,2374,28delayslater,,,Twitter for iPhone,en,1245564690840686592
elonmusk,2020-04-01T21:20:07Z,@pinkshotgun1 @kimitalvitie Definitely need a wider span,54,1322,pinkshotgun1,,,Twitter for iPhone,en,1245460961806311424
elonmusk,2020-04-01T21:15:25Z,@Erdayastronaut @kimitalvitie Yeah,73,2127,Erdayastronaut,,,Twitter for iPhone,en,1245459777515180033
elonmusk,2020-04-01T21:12:51Z,"@kimitalvitie Yes, v close! Nice work. Those are V0.9 legs, so major upgrades coming. Need wider span, longer stroke &amp; ability to auto-level for uneven ground or leaning into high winds.",242,6935,kimitalvitie,,,Twitter for iPhone,en,1245459132175417344
elonmusk,2020-04-01T21:01:50Z,@carlquintanilla Interesting,217,4976,carlquintanilla,,,Twitter for iPhone,en,1245456360382148608
elonmusk,2020-04-01T05:08:48Z,"@thirdrowtesla Y has next-level upgrades, especially body castings &amp; heat pump",212,4325,thirdrowtesla,,,Twitter for iPhone,en,1245216520168337408
elonmusk,2020-03-31T19:07:54Z,@NYCHealthSystem @Tesla Happy we could be helpful! More available if needed.,560,14559,NYCHealthSystem,,,Twitter for iPhone,en,1245065298857742336
elonmusk,2020-03-31T19:02:42Z,"@Erdayastronaut @SpaceX @flightclubio Mass of initial SN ships will be a little high &amp; Isp a little low, but, over time, it will be ~150t to LEO fully reusable",148,3089,Erdayastronaut,,,Twitter for iPhone,en,1245063992361406464
elonmusk,2020-03-31T15:27:02Z,"We have extra FDA-approved ventilators. Will ship to hospitals worldwide within Tesla delivery regions. Device &amp; shipping cost are free. Only requirement is that the vents are needed immediately for patients, not stored in a warehouse. Please me or @Tesla know.",72088,313307,,,,Twitter for iPhone,en,1245009716935188481
elonmusk,2020-03-31T15:11:05Z,"@Teslarati @BocaChicaGal The legs extend &amp; telescope out, so are longer than they seem, but not as long as they will be for SN4+",211,4230,Teslarati,,,Twitter for iPhone,en,1245005702441000962
elonmusk,2020-03-31T04:25:28Z,@neiltyson One day we will,3614,82803,neiltyson,,,Twitter for iPhone,en,1244843228181884929
elonmusk,2020-03-31T01:19:43Z,@MarsMeditation @RationalEtienne @PPathole The S-curve appears to be entering the logarithmic phase,100,2554,MarsMeditation,,,Twitter for iPhone,en,1244796484043882497
elonmusk,2020-03-31T01:13:49Z,@RationalEtienne @PPathole https://t.co/jS68gnYs2U https://t.co/4a3h517Zdw,62,597,elonmusk,,,Twitter for iPhone,,1244794998471696384
elonmusk,2020-03-30T23:40:53Z,@ian1219 Ok,46,1699,ian1219,,,Twitter for iPhone,,1244771610034348033
elonmusk,2020-03-30T20:54:24Z,@RenataKonkoly https://t.co/pWB6ivYa0J,1019,20744,RenataKonkoly,,,Twitter for iPhone,,1244729713597255682
elonmusk,2020-03-30T18:36:20Z,"@C3LT_Games Hopefully, Starship will have enough flight history to substitute for Dragon for NASA missions too",108,1939,C3LT_Games,,,Twitter for iPhone,en,1244694967303405575
elonmusk,2020-03-30T18:31:17Z,https://t.co/bvh1TL12l6,731,12367,elonmusk,,,Twitter for iPhone,,1244693699772235777
elonmusk,2020-03-30T18:27:28Z,Now on launch stand https://t.co/Yb5WIEjAkj,1058,19415,elonmusk,,,Twitter for iPhone,en,1244692738278334469
elonmusk,2020-03-30T18:22:20Z,@teslaownersSV Seeing friends,71,2055,teslaownersSV,,,Twitter for iPhone,en,1244691444855603200
elonmusk,2020-03-30T18:17:00Z,"Hello from the Inside
https://t.co/SV3fWL3bkp",1410,13132,,,,Twitter for iPhone,en,1244690105304055810
elonmusk,2020-03-30T17:53:30Z,Logarithm graphs coming soon https://t.co/Fc81TDSQgc,28575,230609,,,,Twitter for iPhone,en,1244684187476660224
elonmusk,2020-03-30T17:46:11Z,@guardian Magnetic personality,292,8544,guardian,,,Twitter for iPhone,en,1244682349041930242
elonmusk,2020-03-28T22:52:02Z,"@microdentist And many doctors are not treating patients, due to fear of giving or receiving C19",316,9130,microdentist,,,Twitter for iPhone,en,1244034540995137536
elonmusk,2020-03-28T05:14:23Z,@n2179_twit @AbbottNews This sounds great,132,3970,,,,Twitter for iPhone,en,1243768376947810304
elonmusk,2020-03-28T05:11:27Z,@AbbottNews Can you do a fast antibody test?,875,11774,AbbottNews,,,Twitter for iPhone,en,1243767635566907393
elonmusk,2020-03-27T22:54:50Z,@ScottSaorAlba Yes,100,3421,ScottSaorAlba,,,Twitter for iPhone,,1243672856891981824
elonmusk,2020-03-27T22:51:10Z,"Would be great to combine blood donations with a C19 antibody test, so you know if you’re immune. Refill blood banks &amp; give donors peace of mind. https://t.co/hnPpFzzuA9",7132,48787,,,,Twitter for iPhone,en,1243671937471205383
elonmusk,2020-03-27T19:00:22Z,@PPathole @VitalVegas Buzzfeed is a mind virus,641,4091,PPathole,,,Twitter for iPhone,en,1243613853558231041
